"location","newdate","Vaccination_Count","population","Vaccination_Rate"
"Turkey","2022-04","57818874",85341248,67.75
"Nauru","2022-04","9464",12691,74.57
"Hong Kong","2022-04","6632849",7488863,88.57
"Hong Kong","2022-05","6701815",7488863,89.49
"Turkey","2022-05","57843685",85341248,67.78
"Turkey","2022-06","57858728",85341248,67.8
"Hong Kong","2022-06","6744295",7488863,90.06
"Hong Kong","2022-07","6744828",7488863,90.06
"Ecuador","2021-01","7133",18001002,0.04
"Guernsey","2021-01","6151",63329,9.71
"Sweden","2021-01","97244",10549349,0.92
"Sweden","2021-02","487379",10549349,4.62
"Guernsey","2021-02","13950",63329,22.03
"Ecuador","2021-02","9722",18001002,0.05
"Ecuador","2021-03","99847",18001002,0.55
"Guernsey","2021-03","21500",63329,33.95
"Sweden","2021-03","916024",10549349,8.68
"Sweden","2021-04","2275650",10549349,21.570000000000004
"Lesotho","2021-04","16000",2305826,0.69
"Ecuador","2021-04","990526",18001002,5.5
"Guernsey","2021-04","32969",63329,52.06
"Ecuador","2021-05","2101930",18001002,11.68
"Lesotho","2021-05","36637",2305826,1.59
"Sweden","2021-05","3705958",10549349,35.13
"Sweden","2021-06","4782588",10549349,45.34
"Ecuador","2021-06","3369155",18001002,18.72
"Lesotho","2021-07","36637",2305826,1.59
"Ecuador","2021-07","9812429",18001002,54.51
"Sweden","2021-07","6171781",10549349,58.5
"Sweden","2021-08","6753556",10549349,64.02
"Ecuador","2021-08","10817074",18001002,60.09
"Lesotho","2021-08","71597",2305826,3.11
"Ecuador","2021-09","11350433",18001002,63.05
"Lesotho","2021-09","324686",2305826,14.08
"Sweden","2021-09","6995317",10549349,66.31
"Sweden","2021-10","7289530",10549349,69.1
"Lesotho","2021-10","347836",2305826,15.09
"Ecuador","2021-10","12630462",18001002,70.17
"Lesotho","2021-11","581857",2305826,25.23
"Ecuador","2021-11","13766680",18001002,76.48
"Sweden","2021-11","7439176",10549349,70.52
"Sweden","2021-12","7593376",10549349,71.98
"Ecuador","2021-12","14224604",18001002,79.02
"Lesotho","2021-12","782175",2305826,33.92
"Guernsey","2022-01","54146",63329,85.5
"Ecuador","2022-01","14653284",18001002,81.4
"Sweden","2022-01","7684537",10549349,72.84
"Sweden","2022-02","7713992",10549349,73.12
"Ecuador","2022-02","14774659",18001002,82.08
"Ecuador","2022-03","14846129",18001002,82.47
"Lesotho","2022-03","782175",2305826,33.92
"Sweden","2022-03","7727454",10549349,73.25
"Sweden","2022-04","7736118",10549349,73.33
"Ecuador","2022-04","15126559",18001002,84.03
"Ecuador","2022-05","15166918",18001002,84.26
"Sweden","2022-05","7746904",10549349,73.43
"Sweden","2022-06","7751669",10549349,73.48000000000002
"Ecuador","2022-06","15190772",18001002,84.39
"Lesotho","2022-06","916484",2305826,39.75
"Ecuador","2022-07","15191519",18001002,84.39
"Lower middle income","2021-01","806484",-862869996,0.02
"Lower middle income","2021-02","9618618",-862869996,0.28
"Lower middle income","2021-03","82929661",-862869996,2.42
"Lower middle income","2021-04","97290250",-862869996,2.83
"Lower middle income","2021-05","237256439",-862869996,6.91
"Lower middle income","2021-06","378495441",-862869996,11.03
"Lower middle income","2021-07","537198839",-862869996,15.65
"Lower middle income","2021-08","792521957",-862869996,23.09
"Lower middle income","2021-09","998374834",-862869996,29.09
"Lower middle income","2021-10","1290574028",-862869996,37.6
"Lower middle income","2021-11","1455274155",-862869996,42.4
"Lower middle income","2021-12","1614033886",-862869996,47.03
"Lower middle income","2022-01","1803267570",-862869996,52.54
"Lower middle income","2022-02","1918409207",-862869996,55.9
"Lower middle income","2022-03","1979396726",-862869996,57.67
"Lower middle income","2022-04","2019118884",-862869996,58.83
"Lower middle income","2022-05","2042865438",-862869996,59.52
"Lower middle income","2022-06","2070622023",-862869996,60.33
"Lower middle income","2022-07","2070874533",-862869996,60.34
"Turkmenistan","2021-02","32240",6430777,0.5
"Haiti","2021-07","6576",11585003,0.06
"Haiti","2021-08","9630",11585003,0.08
"Haiti","2021-09","47010",11585003,0.41
"Haiti","2021-10","96262",11585003,0.83
"Haiti","2021-11","97950",11585003,0.85
"Haiti","2021-12","123936",11585003,1.07
"Haiti","2022-01","143733",11585003,1.24
"Haiti","2022-02","151962",11585003,1.31
"Haiti","2022-03","166527",11585003,1.44
"Turkmenistan","2022-03","2970000",6430777,46.18
"Haiti","2022-04","179925",11585003,1.5499999999999998
"Haiti","2022-05","184969",11585003,1.6
"Haiti","2022-06","241385",11585003,2.08
"Germany","2020-12","92729",83369840,0.11
"Germany","2021-01","940046",83369840,1.13
"Germany","2021-02","4153745",83369840,4.98
"Germany","2021-03","9969934",83369840,11.96
"Germany","2021-04","23417029",83369840,28.09
"Germany","2021-05","36562117",83369840,43.86
"Cuba","2021-05","813867",11212198,7.26
"Germany","2021-06","47103248",83369840,56.5
"Cuba","2021-06","2774473",11212198,24.75
"Germany","2021-07","52363569",83369840,62.81
"Cuba","2021-07","4020594",11212198,35.86
"Cuba","2021-08","5552931",11212198,49.53
"Germany","2021-08","55284711",83369840,66.31
"Germany","2021-09","57553645",83369840,69.03
"Cuba","2021-09","9434924",11212198,84.15
"Cuba","2021-10","9939797",11212198,88.65
"Germany","2021-10","58687279",83369840,70.39
"Cuba","2021-11","9984120",11212198,89.05
"Germany","2021-11","60592071",83369840,72.68
"Germany","2021-12","62755976",83369840,75.27
"Cuba","2021-12","10448955",11212198,93.19
"Cuba","2022-01","10571945",11212198,94.29
"Germany","2022-01","64018481",83369840,76.79
"Germany","2022-02","64400829",83369840,77.25
"Cuba","2022-02","10609335",11212198,94.62
"Cuba","2022-03","10632733",11212198,94.83
"Germany","2022-03","64593840",83369840,77.48
"Germany","2022-04","64668936",83369840,77.57
"Cuba","2022-04","10657393",11212198,95.05
"Cuba","2022-05","10670978",11212198,95.17
"Germany","2022-05","64709801",83369840,77.62
"Cuba","2022-06","10680013",11212198,95.25
"Germany","2022-06","64742175",83369840,77.66
"Germany","2022-07","64743504",83369840,77.66
"Cuba","2022-07","10680187",11212198,95.26
"Kazakhstan","2021-02","20157",19397998,0.1
"Kazakhstan","2021-03","90748",19397998,0.47
"Kazakhstan","2021-04","949451",19397998,4.89
"Kazakhstan","2021-05","2114112",19397998,10.9
"Kazakhstan","2021-06","3335172",19397998,17.19
"Kazakhstan","2021-07","5370661",19397998,27.69
"Kazakhstan","2021-08","6629678",19397998,34.18
"Kazakhstan","2021-09","7623541",19397998,39.3
"Kazakhstan","2021-10","8291167",19397998,42.74
"Kazakhstan","2021-11","8721768",19397998,44.96
"Kazakhstan","2021-12","8986163",19397998,46.33
"Kazakhstan","2022-01","9186151",19397998,47.36
"Kazakhstan","2022-02","9382851",19397998,48.37
"Kazakhstan","2022-03","9455225",19397998,48.74
"Kazakhstan","2022-04","9483123",19397998,48.89
"Kazakhstan","2022-05","9504158",19397998,49
"Kazakhstan","2022-06","9523631",19397998,49.1
"Kazakhstan","2022-07","9524896",19397998,49.1
"Zimbabwe","2021-02","6115",16320539,0.04
"Zimbabwe","2021-03","77541",16320539,0.48
"Zimbabwe","2021-04","88337",16320539,0.54
"Zimbabwe","2021-05","675676",16320539,4.14
"Zimbabwe","2021-06","777159",16320539,4.76
"Zimbabwe","2021-07","988746",16320539,6.06
"Zimbabwe","2021-08","2582405",16320539,15.82
"Zimbabwe","2021-09","3074191",16320539,18.84
"Zimbabwe","2021-10","3316429",16320539,20.32
"Zimbabwe","2021-11","3795401",16320539,23.26
"Zimbabwe","2021-12","4124378",16320539,25.27
"Zimbabwe","2022-01","4270759",16320539,26.17
"Zimbabwe","2022-02","4362150",16320539,26.73
"Zimbabwe","2022-03","5297081",16320539,32.46
"Zimbabwe","2022-04","5866832",16320539,35.95
"Zimbabwe","2022-05","6249146",16320539,38.29
"Zimbabwe","2022-06","6299348",16320539,38.6
"Zimbabwe","2022-07","6305470",16320539,38.64
"Mozambique","2021-03","57305",32969520,0.17
"Mozambique","2021-05","319511",32969520,0.97
"Mozambique","2021-06","341707",32969520,1.04
"Mozambique","2021-07","372085",32969520,1.13
"Mozambique","2021-08","916174",32969520,2.78
"Mozambique","2021-09","1903730",32969520,5.77
"Mozambique","2021-10","3667470",32969520,11.12
"Mozambique","2021-11","6422216",32969520,19.48
"Mozambique","2021-12","8633965",32969520,26.19
"Mozambique","2022-01","9643588",32969520,29.25
"Mozambique","2022-02","12195082",32969520,36.99
"Mozambique","2022-03","13251662",32969520,40.19
"Uruguay","2021-02","401",3422796,0.01
"Saint Lucia","2021-03","2094",179872,1.16
"Uruguay","2021-03","72806",3422796,2.13
"Uruguay","2021-04","983120",3422796,28.72
"Uruguay","2021-05","1816589",3422796,53.07
"Saint Lucia","2021-05","28118",179872,15.63
"Saint Lucia","2021-06","30815",179872,17.13
"Uruguay","2021-06","2276382",3422796,66.51
"Saint Lucia","2021-07","32291",179872,17.95
"Uruguay","2021-07","2577768",3422796,75.31
"Uruguay","2021-08","2645209",3422796,77.28
"Saint Lucia","2021-08","36750",179872,20.43
"Saint Lucia","2021-09","45972",179872,25.56
"Uruguay","2021-09","2700699",3422796,78.9
"Uruguay","2021-10","2726689",3422796,79.66
"Saint Lucia","2021-10","49423",179872,27.48
"Saint Lucia","2021-11","54362",179872,30.22
"Uruguay","2021-11","2746117",3422796,80.23
"Saint Lucia","2021-12","55681",179872,30.96
"Uruguay","2021-12","2760147",3422796,80.64
"Saint Lucia","2022-01","57018",179872,31.7
"Uruguay","2022-01","2893577",3422796,84.54
"Uruguay","2022-02","2957824",3422796,86.42
"Saint Lucia","2022-02","57622",179872,32.04
"Saint Lucia","2022-03","58174",179872,32.34
"Uruguay","2022-03","2977357",3422796,86.99
"Saint Lucia","2022-04","58835",179872,32.71
"Uruguay","2022-04","2986395",3422796,87.25
"Uruguay","2022-05","2993888",3422796,87.47
"Saint Lucia","2022-05","59264",179872,32.95
"Uruguay","2022-06","2999659",3422796,87.64
"Saint Lucia","2022-06","59583",179872,33.13
"Saint Lucia","2022-07","59602",179872,33.14
"Uruguay","2022-07","2999714",3422796,87.64
"United Kingdom","2021-01","9296367",67508936,13.77
"United Kingdom","2021-02","9646715",67508936,14.29
"United Kingdom","2021-03","31147444",67508936,46.14
"United Kingdom","2021-04","34362205",67508936,50.9
"United Kingdom","2021-05","39477158",67508936,58.48
"United Kingdom","2021-06","44860978",67508936,66.45
"United Kingdom","2021-07","46816382",67508936,69.35
"United Kingdom","2021-08","48087908",67508936,71.23
"United Kingdom","2021-09","48863490",67508936,72.38
"United Kingdom","2021-10","49987325",67508936,74.05
"United Kingdom","2021-11","50994257",67508936,75.54
"United Kingdom","2021-12","51786768",67508936,76.71
"United Kingdom","2022-01","52360487",67508936,77.56
"United Kingdom","2022-02","52634448",67508936,77.97
"United Kingdom","2022-03","52803478",67508936,78.22
"United Kingdom","2022-04","53230188",67508936,78.85
"United Kingdom","2022-05","53486907",67508936,79.23
"United Kingdom","2022-06","53614409",67508936,79.42
"United Kingdom","2022-07","53617742",67508936,79.42
"Timor","2021-04","2629",1341298,0.2
"Timor","2021-05","63752",1341298,4.75
"Timor","2021-06","93152",1341298,6.94
